Journal,H Index,Impact Factor,
VISIGRAPP 2016 - Proceedings of the 11th Joint Conference on Computer Vision,53.0,2.348923918397249
10th International Workshop on Data Management on New Hardware,5.0,1.365822984304006
2015 European Conference on Mobile Robots,24.0,1.754967104049248
SenSys 2015 - Proceedings of the 13th ACM Conference on Embedded Networked Sensor Systems,2.0,1.3043791759231782
Proceedings of the 18th International Conference on Hybrid Systems: Computation and Control,5.0,1.365822984304006
Proceedings International Conference on Automated Planning and Scheduling,7.0,1.4067855232245579
Proceedings of WORKS 2014: The 9th Workshop on Workflows in Support of Large-Scale Science - held in conjunction with SC 2014: The International Conference for High Performance Computing,19.0,1.6525607567478686
2015 IEEE Energy Conversion Congress and Exposition,34.0,1.959779798652007
Uncertainty in Artificial Intelligence - Proceedings of the 30th Conference,55.0,2.389886457317801
CPP 2016 - Proceedings of the 5th ACM SIGPLAN Conference on Certified Programs and Proofs,4.0,1.34534171484373
Proceedings - Euromicro Conference on Real-Time Systems,36.0,2.000742337572559
2014 IEEE World Forum on Internet of Things,151.0,4.356088325504286
Proceedings - 2015 IEEE International Symposium on Predictive Control of Electrical Drives and Power Electronics,30.0,1.8778547208109035
12th IEEE International Symposium on Safety,4.0,1.34534171484373
ICASSP,1.0,1.2838979064629024
Proceedings of the 17th International Conference on Advanced Robotics,42.0,2.123629954334214
2014 52nd Annual Allerton Conference on Communication,7.0,1.4067855232245579
2015 14th International Conference on ITS Telecommunications,20.0,1.6730420262081445
Proceedings of 2015 International Conference on Biometrics,3.0,1.3248604453834543
Proceedings - 2014 International Workshop on Secure Internet of Things,5.0,1.365822984304006
COSN 2014 - Proceedings of the 2014 ACM Conference on Online Social Networks,5.0,1.365822984304006
Proceedings of the 15th International Middleware Conference,8.0,1.4272667926848337
Proceedings of the International Conference on Dependable Systems and Networks,9.0,1.4477480621451095
HSCC 2016 - Proceedings of the 19th International Conference on Hybrid Systems: Computation and Control,5.0,1.365822984304006
13th Workshop on Analytic Algorithmics and Combinatorics 2016,13.0,1.5296731399862131
HotWireless 2014 - Proceedings of the 1st ACM MobiCom Workshop on Hot Topics in Wireless,3.0,1.3248604453834543
